fonte;transacao;id;tipo;titulo;cidade;bairro;estado;cep;endereco;latitude;longitude;quartos;banheiros;suites;vagas;area_total_m2;area_util_m2;area_privativa_m2;preco;preco_total;url;coletado_em
rgi;venda;3405937;Casa;Casa com 4 quartos à venda;Porto Alegre;Nonoai;RS;90830260;Rua Gregorio da Fonseca;-30.0901511000000000;-51.2296756000000100;4;3;0;4;279;190;190;550000;550092.83;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-4-vagas-bairro-nonoai-em-porto-alegre/8981-BT;2026-07-11T01:22:18.477Z
rgi;venda;10878970;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Cavalhada;RS;91740001;Avenida da Cavalhada;-30.1071916000000000;-51.2293178000000000;3;2;1;1;109;70;70;397000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-cavalhada-em-porto-alegre/85003-CN;2026-07-11T01:22:18.477Z
rgi;venda;9289496;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Passo da Areia;RS;91350090;Rua Roque Calage;-30.0169037000000000;-51.1630109000000000;2;2;1;2;;67;67;550000;550825;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-passo-da-areia-em-porto-alegre/67114-VI;2026-07-11T01:22:18.477Z
rgi;venda;3412737;Casa;Casa com 3 quartos à venda;Porto Alegre;Aberta dos Morros;RS;91755017;Rua Cicero Viana;-30.1504651000000000;-51.2041952000000000;3;4;3;2;;;137;606500;606574.58;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-aberta-dos-morros-em-porto-alegre/13764-BT;2026-07-11T01:22:19.013Z
rgi;venda;3412461;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Azenha;RS;90160093;Avenida Ipiranga;-30.0483615000000000;-51.2162557000000000;2;1;0;0;73;;58;320000;320399.64;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-azenha-em-porto-alegre/13551-BT;2026-07-11T01:22:19.013Z
rgi;venda;3412477;Casa;Casa com 3 quartos à venda;Porto Alegre;Vila Ipiranga;RS;91380270;Travessa Vasco de Ataide;-30.0258954000000000;-51.1459002000000000;3;3;2;3;;;246;1070000;1070168.04;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-3-vagas-bairro-vila-ipiranga-em-porto-alegre/13565-BT;2026-07-11T01:22:19.013Z
rgi;venda;8829497;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Rio Branco;RS;90420030;Rua Professor Duplan;-30.0387945000000000;-51.2008667000000000;3;2;2;1;119;;110;665000;667100;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-rio-branco-em-porto-alegre/61207-BT;2026-07-11T01:22:19.013Z
rgi;venda;6547623;Casa;Casa com 3 quartos à venda;Porto Alegre;Auxiliadora;RS;90540100;Rua Corcovado;-30.0205228000000000;-51.1886682000000000;3;3;1;2;255;255;255;1600000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-auxiliadora-em-porto-alegre/90551145-KO;2026-07-11T01:22:19.013Z
rgi;venda;10878813;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Jardim Botânico;RS;90690280;Travessa Serafim Terra;-30.0513044000000000;-51.1842187000000000;1;1;0;1;70;45;45;265000;265327.46;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-jardim-botanico-em-porto-alegre/18466-PJ;2026-07-11T01:22:19.013Z
rgi;venda;5227584;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Rio Branco;RS;90620110;Rua São Manoel;-30.0509813000000000;-51.1995052000000000;3;2;1;1;140;;93;638000;639766.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-rio-branco-em-porto-alegre/9032-PJ;2026-07-11T01:22:19.013Z
rgi;venda;8998051;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Jardim Botânico;RS;90670140;Rua Chile;-30.0528350000000000;-51.1891086000000000;1;1;0;1;72;;46;339000;339400;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-jardim-botanico-em-porto-alegre/181818-UP;2026-07-11T01:22:19.013Z
rgi;venda;10878457;Terreno;Terreno / Lote à venda;Porto Alegre;Aberta dos Morros;RS;91755076;Rua Monsenhor Augusto Dalvit;-30.1629200000000000;-51.1953000000000000;;;;;;;;260000;260505.21;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-aberta-dos-morros-em-porto-alegre/460221-LU;2026-07-11T01:22:23.320Z
rgi;venda;10878456;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Cristal;RS;91910530;Rua Coronel Massot;-30.1011963000000000;-51.2473024000000000;1;1;0;0;43;37;37;199000;199446.29;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-cristal-em-porto-alegre/90559958-KO;2026-07-11T01:22:23.320Z
rgi;venda;10878447;Terreno;Terreno / Lote à venda;Porto Alegre;Aberta dos Morros;RS;91755076;Rua Monsenhor Augusto Dalvit;-30.1629200000000000;-51.1953000000000000;;;;;;;;260000;260505.21;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-aberta-dos-morros-em-porto-alegre/460220-LU;2026-07-11T01:22:23.320Z
rgi;venda;10878376;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Centro Histórico;RS;90010221;Avenida Senador Salgado Filho;-30.0314060000000000;-51.2242195000000000;1;1;0;0;23;18;18;140000;140514.83;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-centro-historico-em-porto-alegre/202667-FR;2026-07-11T01:22:23.320Z
rgi;venda;10878370;Terreno;Terreno / Lote à venda;Porto Alegre;Aberta dos Morros;RS;91755076;Rua Monsenhor Augusto Dalvit;-30.1629200000000000;-51.1953000000000000;;;;;;;;260000;260505.21;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-aberta-dos-morros-em-porto-alegre/460219-LU;2026-07-11T01:22:23.320Z
rgi;venda;10642796;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Santa Tereza;RS;90840440;Rua Orfanotrófio;-30.0811519000000000;-51.2199875000000000;1;1;0;1;44;39;39;120000;120450;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-santa-tereza-em-porto-alegre/35019-LI;2026-07-11T01:22:23.320Z
rgi;venda;10878295;Terreno;Terreno / Lote à venda;Porto Alegre;Aberta dos Morros;RS;91755076;Rua Monsenhor Augusto Dalvit;-30.1629200000000000;-51.1953000000000000;;;;;;;;260000;260505.21;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-aberta-dos-morros-em-porto-alegre/460218-LU;2026-07-11T01:22:23.320Z
rgi;venda;10875531;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Bela Vista;RS;90450090;Rua Barão de Ubá;-30.0359545000000000;-51.1902168000000000;2;4;2;2;213;126;126;1499000;1501433.33;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-bela-vista-em-porto-alegre/460211-LU;2026-07-11T01:22:23.320Z
rgi;venda;3507575;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Partenon;RS;91530040;Avenida dos Cubanos;-30.0590015000000000;-51.1685265000000000;1;1;0;0;65;;42;245000;245270.5;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-partenon-em-porto-alegre/10088-EX;2026-07-11T01:22:24.872Z
rgi;venda;7667542;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Bela Vista;RS;90460065;Rua Vicente da Fontoura;-30.0364982000000000;-51.1954842000000000;2;2;1;2;73;;68;499000;499950;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-bela-vista-em-porto-alegre/585858-UP;2026-07-11T01:22:24.872Z
rgi;venda;10150728;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Azenha;RS;90640070;Avenida Professor Oscar Pereira;-30.0529145000000000;-51.2125641000000000;3;2;0;0;87;;87;350000;351330;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-bairro-azenha-em-porto-alegre/17206-PJ;2026-07-11T01:22:24.872Z
rgi;venda;10877672;Terreno;Terreno / Lote à venda;Porto Alegre;Aberta dos Morros;RS;91755076;Rua Monsenhor Augusto Dalvit;-30.1629200000000000;-51.1953000000000000;;;;;;;;260000;260505.21;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-aberta-dos-morros-em-porto-alegre/460212-LU;2026-07-11T01:22:24.872Z
rgi;venda;3506176;Terreno;Terreno / Lote à venda;Porto Alegre;Espírito Santo;RS;91770010;Avenida Da Serraria;-30.1462419000000000;-51.2161081000000000;0;0;0;0;;;;480000;0;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-espirito-santo-em-porto-alegre/260637-LU;2026-07-11T01:22:24.872Z
rgi;venda;3486277;Sala Comercial;Sala Comercial à venda;Porto Alegre;Moinhos de Vento;RS;90510000;Rua Vinte e Quatro de Outubro;-30.0219569000000000;-51.1945616000000000;;0;;0;70;55;55;852000;853250;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-55m2-bairro-moinhos-de-vento-em-porto-alegre/757-HT;2026-07-11T01:22:24.872Z
rgi;venda;9900294;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Jardim do Salso;RS;91410330;Rua Nicola Mathias Falci;-30.0527774000000000;-51.1614746000000000;3;3;1;2;242;128;128;1580000;1581650;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-2-vagas-bairro-jardim-do-salso-em-porto-alegre/7894-HT;2026-07-11T01:22:24.872Z
rgi;venda;8915009;Casa;Casa com 3 quartos à venda;Porto Alegre;Boa Vista;RS;90480201;Rua Anita Garibaldi;-30.0212144000000000;-51.1692641000000000;3;3;1;4;260;175;175;1100000;1100500;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-4-vagas-bairro-boa-vista-em-porto-alegre/6172-HT;2026-07-11T01:22:24.872Z
rgi;venda;10584643;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Floresta;RS;90220130;Rua Sete de Abril;-30.0189974000000000;-51.2080367000000000;1;1;0;0;48;37;37;180000;180277;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-floresta-em-porto-alegre/19855-SC;2026-07-11T01:22:34.083Z
rgi;venda;10870891;Sala Comercial;Sala Comercial com 1 sala à venda;Porto Alegre;Mont Serrat;RS;90450048;Rua Coronel Bordini;-30.0193108000000000;-51.1971285000000000;;1;;0;60;53;53;159000;159350;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-53m2-bairro-mont-serrat-em-porto-alegre/68169-TR;2026-07-11T01:22:34.083Z
rgi;venda;10762066;Casa de Condomínio;Casa de Condomínio com 2 quartos à venda;Porto Alegre;Ipanema;RS;91760690;Rua Francisco Bortoluzzi;-30.1301973000000000;-51.2274339000000000;2;3;1;1;145;31;114;480000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-2-quartos-a-venda-e-1-vaga-bairro-ipanema-em-porto-alegre/3189705-DMI;2026-07-11T01:22:34.083Z
rgi;venda;3704529;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Camaquã;RS;91910400;Travessa Escobar;-30.1027793000000000;-51.2370658000000000;2;2;1;1;92;;61;485000;485403.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-camaqua-em-porto-alegre/446235-LU;2026-07-11T01:22:34.083Z
rgi;venda;10744018;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Azenha;RS;90160093;Avenida Ipiranga;-30.0484143000000000;-51.2166036000000000;2;1;0;0;73;58;58;260000;260666.41;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-azenha-em-porto-alegre/117540-RP;2026-07-11T01:22:34.083Z
rgi;venda;9570822;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Menino Deus;RS;;;;;1;1;0;0;;;39;175000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-menino-deus-em-porto-alegre/IMV-001154-SAL;2026-07-11T01:22:34.083Z
rgi;venda;10491309;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Petrópolis;RS;90410001;Avenida Protásio Alves;-30.0403543000000000;-51.1966796000000000;3;2;0;1;109;93;93;305000;305633;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-petropolis-em-porto-alegre/11180-BE;2026-07-11T01:22:34.083Z
rgi;venda;3248418;Casa;Casa com 4 quartos à venda;Porto Alegre;Cavalhada;RS;;;-30.1080806000000000;-51.2214591000000000;4;2;0;3;300;;150;375000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-3-vagas-bairro-cavalhada-em-porto-alegre/415-WI;2026-07-11T01:22:57.845Z
rgi;venda;3248048;Casa;Casa com 2 quartos à venda;Porto Alegre;Santa Tereza;RS;;;-30.0772703000000000;-51.2311717000000000;2;1;0;1;;;500;850000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-1-vaga-bairro-santa-tereza-em-porto-alegre/385-WI;2026-07-11T01:22:57.845Z
rgi;venda;3236659;Casa;Casa com 3 quartos à venda;Porto Alegre;Aberta dos Morros;RS;;;-30.0903033000000000;-51.2285035000000000;3;3;1;3;;;98;650000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-3-vagas-bairro-aberta-dos-morros-em-porto-alegre/363-WI;2026-07-11T01:22:57.845Z
rgi;venda;3214531;Casa;Casa com 2 quartos à venda;Porto Alegre;Lomba do Pinheiro;RS;;;-30.1204819000000000;-51.1015960000000000;2;1;0;1;300;;100;150000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-1-vaga-bairro-lomba-do-pinheiro-em-porto-alegre/307-WI;2026-07-11T01:22:57.845Z
rgi;venda;3236912;Casa;Casa com 2 quartos à venda;Porto Alegre;Hípica;RS;;;-30.1613857000000000;-51.1698439000000000;2;2;1;2;132;;100;290000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-2-vagas-bairro-hipica-em-porto-alegre/366-WI;2026-07-11T01:22:57.845Z
rgi;venda;7251451;Casa;Casa com 3 quartos à venda;Porto Alegre;Hípica;RS;;;-30.1526743000000000;-51.1633722000000000;3;1;0;2;135;;60;400000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-hipica-em-porto-alegre/592-WI;2026-07-11T01:22:57.845Z
rgi;venda;3247146;Casa;Casa com 5 quartos à venda;Porto Alegre;Aberta dos Morros;RS;;;-30.1588511000000000;-51.1968514000000000;5;4;1;3;;;250;660000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-5-quartos-a-venda-e-3-vagas-bairro-aberta-dos-morros-em-porto-alegre/376-WI;2026-07-11T01:22:57.845Z
rgi;venda;2954639;Casa;Casa com 3 quartos à venda;Porto Alegre;Espírito Santo;RS;;;-30.1506961000000000;-51.2118441000000000;3;2;1;2;;;302;1200000;1200250;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-espirito-santo-em-porto-alegre/23-WI;2026-07-11T01:22:57.845Z
rgi;venda;3701796;Sala Comercial;Sala Comercial à venda;Porto Alegre;Floresta;RS;90240017;Avenida Benjamin Constant;-30.0154998000000000;-51.1960203000000000;;0;;0;507;;507;2700000;0;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-507m2-bairro-floresta-em-porto-alegre/18466-BT;2026-07-11T01:23:00.149Z
rgi;venda;3701816;Sala Comercial;Sala Comercial à venda;Porto Alegre;Teresópolis;RS;90870000;Avenida Teresópolis;;;;0;;0;39;;28;110000;0;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-28m2-bairro-teresopolis-em-porto-alegre/18486-BT;2026-07-11T01:23:00.149Z
rgi;venda;3522094;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Centro Histórico;RS;90050101;Rua General Lima e Silva;-30.0371670000000000;-51.2231090000000200;3;1;0;0;108;98;98;395000;395400;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-bairro-centro-historico-em-porto-alegre/202623-FR;2026-07-11T01:23:00.149Z
rgi;venda;3412877;Casa;Casa com 3 quartos à venda;Porto Alegre;Jardim Isabel;RS;91760470;Rua Jose Kanan Aranha;-30.1279626000000000;-51.2375571000000000;3;4;1;4;;;176;820000;822500;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-4-vagas-bairro-jardim-isabel-em-porto-alegre/13883-BT;2026-07-11T01:23:00.149Z
rgi;venda;3415332;Casa;Casa com 4 quartos à venda;Porto Alegre;Teresópolis;RS;90840750;Rua Coronel Joao Pinto;-30.0821266000000000;-51.2138030000000000;4;3;1;3;;;200;900000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-3-vagas-bairro-teresopolis-em-porto-alegre/15929-BT;2026-07-11T01:23:00.149Z
rgi;venda;3509551;Terreno;Terreno / Lote à venda;Porto Alegre;Vila Nova;RS;91740612;Rua Adriano Pereira da Silva;-30.1066600000000000;-51.2155700000000000;0;0;0;0;;;;205000;205824;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-vila-nova-em-porto-alegre/11517-BZ;2026-07-11T01:23:00.149Z
rgi;venda;10473038;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Jardim Europa;RS;91340110;Avenida Túlio de Rose;-30.0225933000000000;-51.1600579000000000;2;2;1;2;145;94;94;1389900;1391325;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-jardim-europa-em-porto-alegre/73583-TR;2026-07-11T01:23:00.149Z
rgi;venda;5213264;Loja;Loja com 1 sala à venda;Porto Alegre;Cristal;RS;90810070;Avenida Capivari;-30.0835533000000000;-51.2384155000000000;;1;;0;26;24;24;70000;70294.54;https://www.redegauchadeimoveis.com.br/imovel/loja-a-venda-24m2-bairro-cristal-em-porto-alegre/3168744-FR;2026-07-11T01:23:00.149Z
rgi;venda;3609632;Casa;Casa com 3 quartos à venda;Porto Alegre;Hípica;RS;;;-30.1533839000000000;-51.1738924000000000;3;2;1;2;;;95;650000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-hipica-em-porto-alegre/71297694-CL;2026-07-11T01:23:00.740Z
rgi;venda;7265274;Sobrado;Sobrado com 3 quartos à venda;Porto Alegre;Vila Nova;RS;;;;;3;3;1;2;;200;200;345000;0;https://www.redegauchadeimoveis.com.br/imovel/sobrado-com-3-quartos-a-venda-e-2-vagas-bairro-vila-nova-em-porto-alegre/71298005-CL;2026-07-11T01:23:00.740Z
rgi;venda;3604340;Casa;Casa com 2 quartos à venda;Porto Alegre;Belém Novo;RS;;;;;2;3;1;0;;;367;372000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-bairro-belem-novo-em-porto-alegre/69025041-CL;2026-07-11T01:23:00.740Z
rgi;venda;8854086;Terreno;Terreno / Lote à venda;Porto Alegre;Restinga;RS;;;;;;;;;;;;150000;0;https://www.redegauchadeimoveis.com.br/imovel/terreno--lote-a-venda-bairro-restinga-em-porto-alegre/71303396-CL;2026-07-11T01:23:00.740Z
rgi;venda;7458824;Casa;Casa com 3 quartos à venda;Porto Alegre;Aberta dos Morros;RS;;;;;3;2;0;2;80;69;70;192000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-aberta-dos-morros-em-porto-alegre/71301247-CL;2026-07-11T01:23:00.740Z
rgi;venda;3608766;Casa;Casa com 2 quartos à venda;Porto Alegre;Hípica;RS;;;-30.1476668000000000;-51.1641014000000000;2;1;0;1;;;60;140000;140029.16;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-1-vaga-bairro-hipica-em-porto-alegre/71297270-CL;2026-07-11T01:23:00.740Z
rgi;venda;10477440;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Jardim Botânico;RS;90690300;Rua Valparaíso;-30.0523027000000000;-51.1908317000000000;2;2;1;1;;;87;549000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-jardim-botanico-em-porto-alegre/91168-CC;2026-07-11T01:23:00.740Z
rgi;venda;3406529;Casa;Casa com 3 quartos à venda;Porto Alegre;Teresópolis;RS;90840290;Rua Dario Totta;-30.0828111000000000;-51.2157224000000040;3;3;0;3;;;240;620000;621016;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-3-vagas-bairro-teresopolis-em-porto-alegre/9540-BT;2026-07-11T01:23:00.740Z
rgi;venda;8362033;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Petrópolis;RS;90470230;Guaporé;-30.0382950000000000;-51.1773910000000000;3;2;1;2;124;;200;3240000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-2-vagas-bairro-petropolis-em-porto-alegre/4404-BS;2026-07-11T01:23:05.004Z
rgi;venda;3521957;Sala Comercial;Sala Comercial à venda;Porto Alegre;Centro Histórico;RS;90020008;Rua dos Andradas;-30.0299923000000000;-51.2291040000000000;;1;;0;49;;26;80000;80400;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-26m2-bairro-centro-historico-em-porto-alegre/2840-FR;2026-07-11T01:23:06.587Z
rgi;venda;10297777;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Cristal;RS;90820180;Rua Jaguari;-30.0917084000000000;-51.2364603000000000;2;2;1;1;108;68;68;636000;636769;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-cristal-em-porto-alegre/23131-LI;2026-07-11T01:23:06.587Z
rgi;venda;3524997;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Praia de Belas;RS;90050191;Avenida Aureliano de Figueiredo Pinto;-30.0434712000000000;-51.2267185000000000;1;1;0;0;43;;40;220000;220231.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-praia-de-belas-em-porto-alegre/4495-FR;2026-07-11T01:23:06.587Z
rgi;venda;3525490;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Medianeira;RS;90880390;Rua Eurico Lara;-30.0601579999999900;-51.2171630000000000;2;2;0;0;75;;75;285000;285290;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-medianeira-em-porto-alegre/4747-FR;2026-07-11T01:23:06.587Z
rgi;venda;10874133;Casa;Casa com 4 quartos à venda;Porto Alegre;Ipanema;RS;91751250;Rua Tiago;-30.1367055000000000;-51.2167433000000000;4;4;1;4;;300;300;1170000;1170306.25;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-4-vagas-bairro-ipanema-em-porto-alegre/460207-LU;2026-07-11T01:23:06.587Z
rgi;venda;3698140;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Rio Branco;RS;90035007;Rua Ramiro Barcelos;-30.0406194000000000;-51.2083461000000000;3;2;0;0;117;103;103;269000;269460;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-bairro-rio-branco-em-porto-alegre/50883068-LI;2026-07-11T01:23:06.587Z
rgi;venda;10074326;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Jardim Itu;RS;91225000;Rua Tenente Ary Tarrago;-30.0382520000000000;-51.1360601000000000;1;1;0;1;41;36;36;187000;187475;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-jardim-itu-em-porto-alegre/92789-LI;2026-07-11T01:23:06.587Z
rgi;venda;3173659;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Santana;RS;90620170;Rua São Luís;-30.0527793000000000;-51.2006106000000000;2;2;1;1;109;;74;550000;550731.33;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-santana-em-porto-alegre/2193-PJ;2026-07-11T01:23:06.587Z
